0.986182	-1.10597	0.0967481	0	0.145122	1.65895	0	0	0	0
0.962314	-2.24886	-0.643404	0	-0.965106	3.37328	0	0	0	0
0.922445	0.0801237	-0.898187	0	-1.34728	-0.120186	0	0	0	0
0.967361	-1.30661	0.188433	0	0.282649	1.95992	0	0	0	0
0.973908	0.183089	-0.586299	0	-0.879449	-0.274633	0	0	0	0
0.964105	0.825761	1.0185	0	1.52775	-1.23864	0	0	0	0
0.975938	0.457155	1.13782	0	1.70673	-0.685733	0	0	0	0
0.971659	0.521016	-0.335341	0	-0.503012	-0.781524	0	0	0	0
0.937364	-0.898637	0.380104	0	0.570156	1.34796	0	0	0	0
0.989904	-0.900776	-1.55877	0	-2.33815	1.35116	0	0	0	0
0.982558	-0.411052	0.0356979	0	0.0535469	0.616579	0	0	0	0
0.948409	-0.806847	0.00832159	0	0.0124824	1.21027	0	0	0	0
0.997106	1.08647	-0.979114	0	-1.46867	-1.6297	0	0	0	0
0.995569	0.306922	-1.14466	0	-1.71699	-0.460384	0	0	0	0
0.956787	0.611171	0.74394	0	1.11591	-0.916757	0	0	0	0
0.996794	0.286973	-0.700676	0	-1.05101	-0.43046	0	0	0	0
0.961373	0.655308	-0.992566	0	-1.48885	-0.982962	0	0	0	0
0.941749	-0.426607	-0.917833	0	-1.37675	0.63991	0	0	0	0
0.946929	0.771117	-0.383607	0	-0.57541	-1.15668	0	0	0	0
0.980429	-0.818647	-2.53705	0	-3.80557	1.22797	0	0	0	0
0.975038	0.943705	-0.239386	0	-0.359079	-1.41556	0	0	0	0
0.930552	-1.34646	0.627526	0	0.941289	2.01969	0	0	0	0
0.927831	2.08801	-0.40941	0	-0.614115	-3.13201	0	0	0	0
0.9125	0.46088	0.499632	0	0.749448	-0.69132	0	0	0	0
0.910461	1.34511	-0.224924	0	-0.337386	-2.01767	0	0	0	0
0.968143	0.349807	0.793142	0	1.18971	-0.524711	0	0	0	0
0.996327	0.483303	0.944101	0	1.41615	-0.724954	0	0	0	0
0.938578	-0.0296314	-1.01001	0	-1.51502	0.0444471	0	0	0	0
0.989363	-0.696327	-0.336583	0	-0.504875	1.04449	0	0	0	0
0.984065	-0.336485	-2.44885	0	-3.67328	0.504727	0	0	0	0
0.994285	-0.469742	0.0989633	0	0.148445	0.704614	0	0	0	0
0.913671	-0.0677341	-1.47748	0	-2.21622	0.101601	0	0	0	0
0.963913	0.899223	-0.0332239	0	-0.0498359	-1.34883	0	0	0	0
0.990404	-0.511321	-0.271643	0	-0.407464	0.766982	0	0	0	0
0.925124	-0.815133	-1.54713	0	-2.32069	1.2227	0	0	0	0
0.91756	0.652444	-1.57521	0	-2.36281	-0.978666	0	0	0	0
0.923418	-1.06573	1.9734	0	2.9601	1.5986	0	0	0	0
0.988233	0.0298158	0.0813976	0	0.122096	-0.0447237	0	0	0	0
0.978412	-0.749241	-0.967867	0	-1.4518	1.12386	0	0	0	0
0.977763	0.54111	0.966113	0	1.44917	-0.811666	0	0	0	0
0.932848	0.506728	-1.60856	0	-2.41284	-0.760091	0	0	0	0
0.925771	-0.541403	1.71609	0	2.57414	0.812105	0	0	0	0
0.913192	-1.85334	-0.8974	0	-1.3461	2.78002	0	0	0	0
0.977179	0.313913	0.41198	0	0.61797	-0.470869	0	0	0	0
0.968138	-0.598039	-0.577774	0	-0.86666	0.897059	0	0	0	0
0.95289	0.42907	-0.956247	0	-1.43437	-0.643606	0	0	0	0
0.908597	1.36854	0.962995	0	1.44449	-2.05282	0	0	0	0
0.902752	0.639827	0.355317	0	0.532976	-0.95974	0	0	0	0
0.995694	-1.00076	-0.429568	0	-0.644352	1.50114	0	0	0	0
0.940956	0.498996	-0.0551898	0	-0.0827847	-0.748494	0	0	0	0
0.925596	-0.844468	0.343561	0	0.515342	1.2667	0	0	0	0
0.946624	0.0680629	0.005117	0	0.0076755	-0.102094	0	0	0	0
0.955842	-0.992093	-0.592669	0	-0.889003	1.48814	0	0	0	0
0.914499	0.584837	0.552495	0	0.828742	-0.877255	0	0	0	0
0.906269	-1.3388	-0.255653	0	-0.38348	2.0082	0	0	0	0
0.970118	0.896945	-1.32864	0	-1.99296	-1.34542	0	0	0	0
0.915797	-0.719561	-0.157203	0	-0.235804	1.07934	0	0	0	0
0.946871	-0.691816	-1.60022	0	-2.40033	1.03772	0	0	0	0
0.986881	-0.118699	0.484422	0	0.726633	0.178048	0	0	0	0
0.999161	-0.157663	-0.215163	0	-0.322744	0.236495	0	0	0	0
0.976206	-0.274231	-0.933322	0	-1.39998	0.411347	0	0	0	0
0.970767	0.922328	-0.104619	0	-0.156928	-1.38349	0	0	0	0
0.992244	0.918098	-0.507624	0	-0.761436	-1.37715	0	0	0	0
0.985806	-0.162792	1.14435	0	1.71652	0.244188	0	0	0	0
0.989571	-0.471044	0.166996	0	0.250494	0.706566	0	0	0	0
0.941284	1.04563	-0.0443442	0	-0.0665163	-1.56844	0	0	0	0
0.967976	0.416115	-0.773971	0	-1.16096	-0.624173	0	0	0	0
0.928262	0.801083	-0.891961	0	-1.33794	-1.20163	0	0	0	0
0.977982	0.0202864	-0.629942	0	-0.944913	-0.0304296	0	0	0	0
0.977467	0.051672	-0.641098	0	-0.961647	-0.077508	0	0	0	0
0.961168	-1.51294	-1.0083	0	-1.51246	2.26941	0	0	0	0
0.940106	0.122462	1.01883	0	1.52825	-0.183693	0	0	0	0
0.943091	-3.41705	0.235967	0	0.353951	5.12558	0	0	0	0
0.962843	0.666181	0.1138	0	0.170699	-0.999272	0	0	0	0
0.901743	-0.0709146	0.73976	0	1.10964	0.106372	0	0	0	0
0.985833	-0.264417	-0.669168	0	-1.00375	0.396625	0	0	0	0
0.957445	-0.656818	0.737946	0	1.10692	0.985226	0	0	0	0
0.942736	-1.04611	0.665561	0	0.998341	1.56917	0	0	0	0
0.95664	0.823774	-0.394364	0	-0.591546	-1.23566	0	0	0	0
0.92871	-0.140574	-0.50577	0	-0.758656	0.210861	0	0	0	0
0.962088	0.994883	0.397832	0	0.596748	-1.49232	0	0	0	0
0.928452	0.615359	-0.301599	0	-0.452398	-0.923038	0	0	0	0
0.963515	1.49727	-0.983758	0	-1.47564	-2.24591	0	0	0	0
0.900738	0.229352	0.241402	0	0.362103	-0.344028	0	0	0	0
0.922318	-1.0823	-0.359396	0	-0.539095	1.62345	0	0	0	0
0.936318	0.721199	-0.609178	0	-0.913767	-1.0818	0	0	0	0
0.908359	0.291541	-0.395933	0	-0.5939	-0.437311	0	0	0	0
0.92477	0.849757	-0.395384	0	-0.593076	-1.27463	0	0	0	0
0.981155	1.05973	1.35738	0	2.03608	-1.58959	0	0	0	0
0.992866	-0.798065	0.17105	0	0.256576	1.1971	0	0	0	0
0.99938	-2.40948	-0.3633	0	-0.54495	3.61422	0	0	0	0
0.936002	1.21374	-0.100241	0	-0.150362	-1.82061	0	0	0	0
0.978552	-0.212653	0.209416	0	0.314124	0.318979	0	0	0	0
0.938463	0.234346	0.336261	0	0.504391	-0.351519	0	0	0	0
0.970729	-0.183998	0.0466002	0	0.0699003	0.275997	0	0	0	0
0.933782	0.659922	-0.936518	0	-1.40478	-0.989883	0	0	0	0
0.943293	0.0835412	0.158787	0	0.23818	-0.125312	0	0	0	0
0.981561	1.17328	-0.400068	0	-0.600103	-1.75992	0	0	0	0
0.946632	-0.682225	-0.570388	0	-0.855582	1.02334	0	0	0	0
0.994338	-2.06089	0.262679	0	0.394019	3.09133	0	0	0	0
0.979536	2.51947	-0.53427	0	-0.801405	-3.77921	0	0	0	0
0.926625	-0.579244	1.11017	0	1.66525	0.868866	0	0	0	0
0.980856	-0.121592	0.473578	0	0.710367	0.182388	0	0	0	0
0.957409	-1.01719	-0.482406	0	-0.723609	1.52578	0	0	0	0
0.934787	-1.26755	0.165582	0	0.248373	1.90132	0	0	0	0
0.928668	-0.638552	-1.1512	0	-1.72679	0.957828	0	0	0	0
0.951356	-0.39014	-0.561583	0	-0.842374	0.58521	0	0	0	0
0.957572	-0.117071	1.68508	0	2.52762	0.175607	0	0	0	0
0.964822	0.565173	-2.09671	0	-3.14507	-0.847759	0	0	0	0
0.995792	-0.509355	0.92487	0	1.3873	0.764032	0	0	0	0
0.922743	0.739569	-0.0262668	0	-0.0394003	-1.10935	0	0	0	0
0.943601	-0.965693	0.709698	0	1.06455	1.44854	0	0	0	0
0.984077	0.725364	-0.978352	0	-1.46753	-1.08805	0	0	0	0
0.900638	0.469458	0.457143	0	0.685714	-0.704187	0	0	0	0
0.939039	-0.482133	-0.399354	0	-0.59903	0.723199	0	0	0	0
0.914092	-0.763048	1.10744	0	1.66117	1.14457	0	0	0	0
0.92556	0.900135	-0.204586	0	-0.30688	-1.3502	0	0	0	0
0.900211	0.0430578	0.235481	0	0.353221	-0.0645867	0	0	0	0
0.989763	1.06774	-0.576558	0	-0.864837	-1.60161	0	0	0	0
0.920494	-1.14335	0.136213	0	0.20432	1.71503	0	0	0	0
0.950631	-0.671735	0.0865864	0	0.12988	1.0076	0	0	0	0
0.931142	-0.989527	-1.04627	0	-1.5694	1.48429	0	0	0	0
0.993531	0.149785	0.238059	0	0.357089	-0.224677	0	0	0	0
0.994592	-0.381634	-1.25514	0	-1.88271	0.572452	0	0	0	0
0.977123	-0.242366	0.515915	0	0.773872	0.363549	0	0	0	0
0.980131	0.312541	0.1514	0	0.2271	-0.468812	0	0	0	0
0.955912	-1.11836	1.24633	0	1.8695	1.67754	0	0	0	0
0.960822	-0.620807	1.77905	0	2.66858	0.93121	0	0	0	0
0.978358	0.334931	0.0276801	0	0.0415201	-0.502396	0	0	0	0
0.952633	0.98701	0.0409039	0	0.0613558	-1.48052	0	0	0	0
0.937513	-1.04807	0.381807	0	0.572711	1.5721	0	0	0	0
0.992928	-0.823499	0.0302441	0	0.0453661	1.23525	0	0	0	0
0.951226	0.197065	-0.105405	0	-0.158108	-0.295597	0	0	0	0
0.962081	0.976429	0.198265	0	0.297397	-1.46464	0	0	0	0
0.991765	1.15131	1.73676	0	2.60515	-1.72697	0	0	0	0
0.924762	0.566787	-0.325751	0	-0.488626	-0.850181	0	0	0	0
0.908536	-0.246189	-0.958213	0	-1.43732	0.369283	0	0	0	0
